
📡厦门频道👉电信,#genre#
永劫无间,http://dns.yiandrive.com:15907/huya/9662891
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-
7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
穿越火线,http://tc-tct.douyucdn2.cn:80/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=43ef2d796067cbec9c238c73235a1005&token=cpn-androidmpro-0-605964-
b9be22700076c085e82232beb0fbe7838e28994acafb3964&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1

🎬电影频道👉全网,#genre#
邵氏影院,http://dns.yiandrive.com:15907/douyu/4246519
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
邵氏影院,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/斗鱼.php?id=4246519
悬疑烧脑,http://dns.yiandrive.com:15907/yy/1354930903
新白娘子,http://dns.yiandrive.com:15907/yy/1508902755
狄仁杰1-4,http://dns.yiandrive.com:15907/douyu/6027991
国产大片,http://dns.yiandrive.com:15907/yy/1354926655
经典港剧,http://dns.yiandrive.com:15907/douyu/5261342
战争巨片,http://dns.yiandrive.com:15907/yy/1354936249
緯來電影,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
龍華電影,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
HBO 频道,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
AXN 频道,http://122.117.71.103:8557/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
CINEM AX,http://122.117.71.103:8558/http/61.222.53.250:8081/hls/71/813/ch42.m3u8
AMC 電影,http://122.117.71.103:8559/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8
東森戲劇,http://122.117.71.103:8529/http/61.222.53.250:8081/hls/64/806/ch13.m3u8
緯來戲劇,http://122.117.71.103:8532/http/61.222.53.250:8081/hls/69/811/ch33.m3u8
龍華戲劇,http://122.117.71.103:8533/http/61.222.53.250:8068/hls/13/80/cstv13.m3u8
八大戲劇,http://122.117.71.103:8530/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
東森幼幼,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
龍華卡通,http://122.117.71.103:8516/http/61.222.53.250:8068/hls/14/80/cstv14.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://mtw.so/5NPX0U
搞笑恐怖,http://iptv.com.gerss.cn/huya/11601960
万合出品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9220456 
吃米滴虫,http://huanqiuzhibo.cn/manifest/douyu.php?id=315457 
高分电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=7254536 
豆瓣高分,http://huanqiuzhibo.cn/manifest/douyu.php?id=8770422 
漫威影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6140589 
特辑电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778 
粤语电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741 
国产电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=5423 
精彩电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650887 
喜剧电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=323876 
动作电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=6763930 
恐怖电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=218859 
恐怖鬼怪,http://huanqiuzhibo.cn/manifest/douyu.php?id=1165374 
童年阴影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2935323 
惊悚电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=96577 
华语影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3928 
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894 
周末影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637765 
周末电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637726 
兔子影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=8985415 
冰冰影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374 
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764 
奶虫影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824 
贝爷壹厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=252802 
贝爷贰厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332 
贝爷叁厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=36337 
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142 
云宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7305938 
花卷影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=52787 
菜园小饼,http://huanqiuzhibo.cn/manifest/douyu.php?id=1735337 
米娅影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6537888 
橙記港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169 
大宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=805235 
蚂蚱影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455 
怡寶影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=434971 
圆子影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6566658 
贝贝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460 
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415 
萌牛影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7494871 
兔兔影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1504768 
无双影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4870914 
下饭神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=276200 
古装神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=338759 
晚湾影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=9461178 
酒染影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7550220 
芊珏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=8814650 
热门港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351 
盗墓剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=9292503 
金庸武侠,http://huanqiuzhibo.cn/manifest/douyu.php?id=7644931 
国产剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=8157860 
国产剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=308752 
爱情公寓,http://huanqiuzhibo.cn/manifest/douyu.php?id=2838296 
经典剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=686336
奶虫影院,http://zzy789.xyz/douyu1.php?id=263824
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
新昌休闲,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8



📡央视频道,#genre#
CCTV1,http://1752e145z8.vicp.fun:35455/gaoma/cctv1.m3u8
CCTV2,http://1752e145z8.vicp.fun:35455/gaoma/cctv2.m3u8
CCTV3,http://1752e145z8.vicp.fun:35455/gaoma/cctv3.m3u8
CCTV4,http://1752e145z8.vicp.fun:35455/gaoma/cctv4.m3u8
CCTV5,http://1752e145z8.vicp.fun:35455/gaoma/cctv5.m3u8
CCTV5+,http://1752e145z8.vicp.fun:35455/gaoma/cctv5p.m3u8
CCTV6,http://1752e145z8.vicp.fun:35455/gaoma/cctv6.m3u8
CCTV7,http://1752e145z8.vicp.fun:35455/gaoma/cctv7.m3u8
CCTV8,http://1752e145z8.vicp.fun:35455/gaoma/cctv8.m3u8
CCTV9,http://1752e145z8.vicp.fun:35455/gaoma/cctv9.m3u8
CCTV10,http://1752e145z8.vicp.fun:35455/gaoma/cctv10.m3u8
CCTV11,http://1752e145z8.vicp.fun:35455/gaoma/cctv11.m3u8
CCTV12,http://1752e145z8.vicp.fun:35455/gaoma/cctv12.m3u8
CCTV13,http://1752e145z8.vicp.fun:35455/gaoma/cctv13.m3u8
CCTV14,http://1752e145z8.vicp.fun:35455/gaoma/cctv14.m3u8
CCTV15,http://1752e145z8.vicp.fun:35455/gaoma/cctv15.m3u8
CCTV16,http://1752e145z8.vicp.fun:35455/gaoma/cctv16.m3u8
CCTV17,http://1752e145z8.vicp.fun:35455/gaoma/cctv17.m3u8
CCTV4K,http://1752e145z8.vicp.fun:35455/gaoma/cctv4k.m3u8
CCTV4K_10M,http://1752e145z8.vicp.fun:35455/gaoma/cctv4k_10m.m3u8
CCTV8K_36M,http://1752e145z8.vicp.fun:35455/gaoma/cctv8k_36m.m3u8
CCTV16_4K,http://1752e145z8.vicp.fun:35455/gaoma/cctv4k16.m3u8
CCTV16_4K_10M,http://1752e145z8.vicp.fun:35455/gaoma/cctv4k16_10m.m3u8
CCTV1,http://xiaoya.crccxw.top:35455/gaoma/cctv1.m3u8
CCTV2,http://xiaoya.crccxw.top:35455/gaoma/cctv2.m3u8
CCTV3,http://xiaoya.crccxw.top:35455/gaoma/cctv3.m3u8
CCTV4,http://xiaoya.crccxw.top:35455/gaoma/cctv4.m3u8
CCTV5,http://xiaoya.crccxw.top:35455/gaoma/cctv5.m3u8
CCTV5+,http://xiaoya.crccxw.top:35455/gaoma/cctv5p.m3u8
CCTV6,http://xiaoya.crccxw.top:35455/gaoma/cctv6.m3u8
CCTV7,http://xiaoya.crccxw.top:35455/gaoma/cctv7.m3u8
CCTV8,http://xiaoya.crccxw.top:35455/gaoma/cctv8.m3u8
CCTV9,http://xiaoya.crccxw.top:35455/gaoma/cctv9.m3u8
CCTV10,http://xiaoya.crccxw.top:35455/gaoma/cctv10.m3u8
CCTV11,http://xiaoya.crccxw.top:35455/gaoma/cctv11.m3u8
CCTV12,http://xiaoya.crccxw.top:35455/gaoma/cctv12.m3u8
CCTV13,http://xiaoya.crccxw.top:35455/gaoma/cctv13.m3u8
CCTV14,http://xiaoya.crccxw.top:35455/gaoma/cctv14.m3u8
CCTV15,http://xiaoya.crccxw.top:35455/gaoma/cctv15.m3u8
CCTV16,http://xiaoya.crccxw.top:35455/gaoma/cctv16.m3u8
CCTV17,http://xiaoya.crccxw.top:35455/gaoma/cctv17.m3u8
CCTV4K,http://xiaoya.crccxw.top:35455/gaoma/cctv4k.m3u8
CCTV4K_10M,http://xiaoya.crccxw.top:35455/gaoma/cctv4k_10m.m3u8
CCTV8K_36M,http://xiaoya.crccxw.top:35455/gaoma/cctv8k_36m.m3u8
CCTV16_4K,http://xiaoya.crccxw.top:35455/gaoma/cctv4k16.m3u8
CCTV16_4K_10M,http://xiaoya.crccxw.top:35455/gaoma/cctv4k16_10m.m3u8

CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV2,http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV3,http://3501776.xyz:35455/gaoma/cctv3.m3u8
CCTV4,http://3501776.xyz:35455/gaoma/cctv4.m3u8
CCTV5,http://3501776.xyz:35455/gaoma/cctv5.m3u8
CCTV5+,http://3501776.xyz:35455/gaoma/cctv5p.m3u8
CCTV6,http://3501776.xyz:35455/gaoma/cctv6.m3u8
CCTV7,http://3501776.xyz:35455/gaoma/cctv7.m3u8
CCTV8,http://3501776.xyz:35455/gaoma/cctv8.m3u8
CCTV9,http://3501776.xyz:35455/gaoma/cctv9.m3u8
CCTV10,http://3501776.xyz:35455/gaoma/cctv10.m3u8
CCTV11,http://3501776.xyz:35455/gaoma/cctv11.m3u8
CCTV12,http://3501776.xyz:35455/gaoma/cctv12.m3u8
CCTV13,http://3501776.xyz:35455/gaoma/cctv13.m3u8
CCTV14,http://3501776.xyz:35455/gaoma/cctv14.m3u8
CCTV15,http://3501776.xyz:35455/gaoma/cctv15.m3u8
CCTV16,http://3501776.xyz:35455/gaoma/cctv16.m3u8
CCTV17,http://3501776.xyz:35455/gaoma/cctv17.m3u8
CCTV4K,http://3501776.xyz:35455/gaoma/cctv4k.m3u8
CCTV4K_10M,http://3501776.xyz:35455/gaoma/cctv4k_10m.m3u8
CCTV8K_36M,http://3501776.xyz:35455/gaoma/cctv8k_36m.m3u8
CCTV16_4K,http://3501776.xyz:35455/gaoma/cctv4k16.m3u8
CCTV16_4K_10M,http://3501776.xyz:35455/gaoma/cctv4k16_10m.m3u8

CCTV1,http://227w9f5104.zicp.fun:35455/gaoma/cctv1.m3u8
CCTV2,http://227w9f5104.zicp.fun:35455/gaoma/cctv2.m3u8
CCTV3,http://227w9f5104.zicp.fun:35455/gaoma/cctv3.m3u8
CCTV4,http://227w9f5104.zicp.fun:35455/gaoma/cctv4.m3u8
CCTV5,http://227w9f5104.zicp.fun:35455/gaoma/cctv5.m3u8
CCTV5+,http://227w9f5104.zicp.fun:35455/gaoma/cctv5p.m3u8
CCTV6,http://227w9f5104.zicp.fun:35455/gaoma/cctv6.m3u8
CCTV7,http://227w9f5104.zicp.fun:35455/gaoma/cctv7.m3u8
CCTV8,http://227w9f5104.zicp.fun:35455/gaoma/cctv8.m3u8
CCTV9,http://227w9f5104.zicp.fun:35455/gaoma/cctv9.m3u8
CCTV10,http://227w9f5104.zicp.fun:35455/gaoma/cctv10.m3u8
CCTV11,http://227w9f5104.zicp.fun:35455/gaoma/cctv11.m3u8
CCTV12,http://227w9f5104.zicp.fun:35455/gaoma/cctv12.m3u8
CCTV13,http://227w9f5104.zicp.fun:35455/gaoma/cctv13.m3u8
CCTV14,http://227w9f5104.zicp.fun:35455/gaoma/cctv14.m3u8
CCTV15,http://227w9f5104.zicp.fun:35455/gaoma/cctv15.m3u8
CCTV16,http://227w9f5104.zicp.fun:35455/gaoma/cctv16.m3u8
CCTV17,http://227w9f5104.zicp.fun:35455/gaoma/cctv17.m3u8
CCTV4K,http://227w9f5104.zicp.fun:35455/gaoma/cctv4k.m3u8
CCTV4K_10M,http://227w9f5104.zicp.fun:35455/gaoma/cctv4k_10m.m3u8
CCTV8K_36M,http://227w9f5104.zicp.fun:35455/gaoma/cctv8k_36m.m3u8
CCTV16_4K,http://227w9f5104.zicp.fun:35455/gaoma/cctv4k16.m3u8
CCTV16_4K_10M,http://227w9f5104.zicp.fun:35455/gaoma/cctv4k16_10m.m3u8

CCTV1,http://www.douzhicloud.site:35455/gaoma/cctv1.m3u8
CCTV2,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8
CCTV3,http://www.douzhicloud.site:35455/gaoma/cctv3.m3u8
CCTV4,http://www.douzhicloud.site:35455/gaoma/cctv4.m3u8
CCTV5,http://www.douzhicloud.site:35455/gaoma/cctv5.m3u8
CCTV5+,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8
CCTV6,http://www.douzhicloud.site:35455/gaoma/cctv6.m3u8
CCTV7,http://www.douzhicloud.site:35455/gaoma/cctv7.m3u8
CCTV8,http://www.douzhicloud.site:35455/gaoma/cctv8.m3u8
CCTV9,http://www.douzhicloud.site:35455/gaoma/cctv9.m3u8
CCTV10,http://www.douzhicloud.site:35455/gaoma/cctv10.m3u8
CCTV11,http://www.douzhicloud.site:35455/gaoma/cctv11.m3u8
CCTV12,http://www.douzhicloud.site:35455/gaoma/cctv12.m3u8
CCTV13,http://www.douzhicloud.site:35455/gaoma/cctv13.m3u8
CCTV14,http://www.douzhicloud.site:35455/gaoma/cctv14.m3u8
CCTV15,http://www.douzhicloud.site:35455/gaoma/cctv15.m3u8
CCTV16,http://www.douzhicloud.site:35455/gaoma/cctv16.m3u8
CCTV17,http://www.douzhicloud.site:35455/gaoma/cctv17.m3u8
CCTV4K,http://www.douzhicloud.site:35455/gaoma/cctv4k.m3u8
CCTV4K_10M,http://www.douzhicloud.site:35455/gaoma/cctv4k_10m.m3u8
CCTV8K_36M,http://www.douzhicloud.site:35455/gaoma/cctv8k_36m.m3u8
CCTV16_4K,http://www.douzhicloud.site:35455/gaoma/cctv4k16.m3u8
CCTV16_4K_10M,http://www.douzhicloud.site:35455/gaoma/cctv4k16_10m.m3u8

📡卫视频道lpv6👉免费,#genre#
北京卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226436/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ElMQ3ov45VmhzipweN5VstQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPg_yZ8DZHTaSU92MIl_o3b%2CEND
深圳卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EFvxuZ6Kfg6J67sArVd0LuA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO9YxM-C8gPFvQRk47-h2ok%2CEND
湖北卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ExfU_RR0RQok0w_xd7h22CQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPVnDV2fEBphgm3TP7hAHBx%2CEND
东方卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EuOKqNaOUqqiJjXIfPoRPMQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNeqgYr1eA9ESriCOsl_DTz%2CEND
浙江卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eo6BokfP3WkB3SIXSrgvRBA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNP3w4GkbU9L7iRQ8H2vgzhF%2CEND
吉林卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226533/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EicY_6znuOTlmMeE15TFEig%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNNUZpDp9cPVsM_M_ftJRVM%2CEND
江苏卫视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EJT6eqtJpcKnNhyUS90EOgw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN1SxXwCt0S69Lq27ZMJpfR%2CEND
山东卫视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226244/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EycMz-PML_dQW8iLcNBkw7g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMYCYLC04QAM6EBli1wTuET%2CEND
黑龙江卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEHwpSHKc5p-bHJfhpIWFig%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM5Y8rTELLykZJHp-bmY2YW%2CEND
东南卫视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226496/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkZUfG47p98m2PZiCsgkhyQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM5EcQIH6BiwZavlhPLb4oJ%2CEND
江西卫视,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfPpe3gkzCutYMoqOQQZNzA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMVuW7agCgULnvgy9rhLyCH%2CEND
云南卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226543/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EzQy9f4DIExLCs810r0Q6Kw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO_hnHaWpTsMQwR98VJGduo%2CEND
辽宁卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226488/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0dsu8dOBmGQQO7fSrvySew%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN4l9PIxeExdzsncIMJiPZb%2CEND
重庆卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226518/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ey-ITbF7am-eD_R60rK2QcQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWkDi37K3eowQvLymiiLyV%2CEND
山西卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226531/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EokFa56wMKUpB1vaIjEe92A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPoj5DNJHruOghC7vAQxinJ%2CEND
海南卫视,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EZOP0PLu1-XG8_Ae0lTe9HQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNODcjESMU4f6yMuMuOuQbie%2CEND
安徽卫视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226490/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcN5s_AlHugvAv9Pda6f9fA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOtRTFrO5eKiKNV40gMGHaS%2CEND
甘肃卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226545/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EPxObabIs3mLyPmSf2HHtqQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNBE3K16ZfzYGIqbP6z6cGJ%2CEND
青海卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226529/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ege4qzvU2ax15UdL3NFQ7AQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNdiWnhjH1amCOGECUhABr9%2CEND
山东教育卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226526/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEtk94qghXphElKOQlUC-Yw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOpyxkKQ6N6FjQz-LrJwo0o%2CEND
宁夏卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226528/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E9-jWxE6tfiz7aO7MvbCY7Q%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMi3qn27U9rBeXpVrJ8eLy7%2CEND
内蒙古卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226530/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EHHMwHAFmEx4xxtZRlWhCrg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMZe-zTYLW-Yz0RcFLVr37n%2CEND
陕西卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226532/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E6sNSqmLCqLFl_AJPBXp1qA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO6b4uKEI14SNy0LDiw52LH%2CEND
广西卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226534/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EpjsBggKPaCw3f-xlBWZWaQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMJYhPE64lykNkIsypBRZqO%2CEND
厦门卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226542/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0HuqirkTe1cAUljwazjNGw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMvSOYesmmWPPy5i3xS4Rsb%2CEND
三沙卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226544/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eb2dn60YQRxhB5rAyOnrv0g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO_hnHaWpTsMQwR98VJGduo%2CEND
新疆卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ETtoZKRqwsL9SQjr1A0iH5g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMREPnBLSH3b8pR7cnmo9am%2CEND
西藏卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226527/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EmHuqUIe0F51C4h6xZanhig%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMi3qn27U9rBeXpVrJ8eLy7%2CEND
兵团卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226541/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESv-rH0nF41q6pxKZKeRnNA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN-56c_rnHTXQA4R-D0Dlau%2CEND
延边卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eq0D3NdTUN7FuRzr8eJsbQA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNONS2RAhxb5u6NYaMGGM23S%2CEND
康巴卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227027/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkHMvBpWz4rccMxNvSRekpQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPtFfVFX0AVycM8b4Xmbcl4%2CEND
